timestamp,sensor_02
01/04/2018 0:00,53.2118
01/04/2018 1:03,53.03819
01/04/2018 1:04,53.125
01/04/2018 2:07,53.03819
01/04/2018 2:08,52.99479
01/04/2018 3:11,52.99479
01/04/2018 3:12,52.95139
01/04/2018 4:15,52.90799
01/04/2018 4:16,52.82118
01/04/2018 5:19,52.77777
01/04/2018 5:20,52.77777
01/04/2018 6:23,52.69097
01/04/2018 6:24,52.73437
01/04/2018 7:27,52.47396
01/04/2018 7:28,52.51736
01/04/2018 8:31,52.51736
01/04/2018 8:32,52.47396
01/04/2018 9:35,52.25694
01/04/2018 9:36,52.30035
01/04/2018 10:39,52.47396
01/04/2018 10:40,52.51736
01/04/2018 11:43,52.56076
01/04/2018 11:44,52.60416
01/04/2018 12:47,52.73437
01/04/2018 12:48,52.73437
01/04/2018 13:51,52.9513855
01/04/2018 13:52,52.9513855
01/04/2018 14:55,52.60416
01/04/2018 14:56,52.56076
01/04/2018 15:59,52.47396
01/04/2018 16:00,52.34375
01/04/2018 17:03,52.17014
01/04/2018 17:04,52.25694
01/04/2018 18:07,52.17014
01/04/2018 18:08,52.12674
01/04/2018 19:11,51.95312
01/04/2018 19:12,51.95312119
01/04/2018 20:15,52.12674
01/04/2018 20:16,52.08333
01/04/2018 21:19,52.25694275
01/04/2018 21:20,52.25694275
01/04/2018 22:23,52.38715
01/04/2018 22:24,52.38715
01/04/2018 23:27,52.38715
01/04/2018 23:28,52.47396
02/04/2018 0:31,52.30035
02/04/2018 0:32,52.34375
02/04/2018 1:35,52.38715
02/04/2018 1:36,52.34375
02/04/2018 2:39,52.25694
02/04/2018 2:40,52.30035
02/04/2018 3:43,52.08333
02/04/2018 3:44,52.17014
02/04/2018 4:47,51.90972137
02/04/2018 4:48,51.90972137
02/04/2018 5:51,51.82291
02/04/2018 5:52,51.82291
02/04/2018 6:55,51.82291
02/04/2018 6:56,51.82291412
02/04/2018 7:59,51.82291
02/04/2018 8:00,51.73611
02/04/2018 9:03,51.47569
02/04/2018 9:04,51.5191
02/04/2018 10:07,51.86631775
02/04/2018 10:08,51.90972
02/04/2018 11:11,52.30035
02/04/2018 11:12,52.30034637
02/04/2018 12:15,52.51736
02/04/2018 12:16,52.51736069
02/04/2018 13:19,52.60416
02/04/2018 13:20,52.60416
02/04/2018 14:23,52.69097
02/04/2018 14:24,52.73437
02/04/2018 15:27,52.90799
02/04/2018 15:28,52.90799
02/04/2018 16:31,52.99478912
02/04/2018 16:32,52.99479
02/04/2018 17:35,52.95139
02/04/2018 17:36,52.99479
02/04/2018 18:39,52.60416412
02/04/2018 18:40,52.60416
02/04/2018 19:43,52.1701355
02/04/2018 19:44,52.17014
02/04/2018 20:47,51.90972
02/04/2018 20:48,51.86632
02/04/2018 21:51,51.73611
02/04/2018 21:52,51.82291
02/04/2018 22:55,51.82291
02/04/2018 22:56,51.69271
02/04/2018 23:59,51.25868
03/04/2018 0:00,51.21527481
03/04/2018 1:03,51.04166
03/04/2018 1:04,51.08507
03/04/2018 2:07,51.08507
03/04/2018 2:08,51.08506775
03/04/2018 3:11,50.99826
03/04/2018 3:12,50.9982605
03/04/2018 4:15,51.08506775
03/04/2018 4:16,51.08506775
03/04/2018 5:19,51.08507
03/04/2018 5:20,51.08507
03/04/2018 6:23,51.21527
03/04/2018 6:24,51.25868
03/04/2018 7:27,51.43229
03/04/2018 7:28,51.43228912
03/04/2018 8:31,51.30208
03/04/2018 8:32,51.38889
03/04/2018 9:35,51.6059
03/04/2018 9:36,51.6493
03/04/2018 10:39,52.03992844
03/04/2018 10:40,52.03993
03/04/2018 11:43,52.25694
03/04/2018 11:44,52.12674
03/04/2018 12:47,52.47396
03/04/2018 12:48,52.51736
03/04/2018 13:51,52.90799
03/04/2018 13:52,52.82118
03/04/2018 14:55,53.03819
03/04/2018 14:56,53.125
03/04/2018 15:59,53.125
03/04/2018 16:00,53.16839981
03/04/2018 17:03,53.21180344
03/04/2018 17:04,53.25521
03/04/2018 18:07,52.99478912
03/04/2018 18:08,52.99479
03/04/2018 19:11,52.77777481
03/04/2018 19:12,52.77777481
03/04/2018 20:15,52.60416
03/04/2018 20:16,52.56076
03/04/2018 21:19,52.60416
03/04/2018 21:20,52.69097
03/04/2018 22:23,52.34374619
03/04/2018 22:24,52.34375
03/04/2018 23:27,52.25694
03/04/2018 23:28,52.25694
04/04/2018 0:31,52.03993
04/04/2018 0:32,52.03993
04/04/2018 1:35,51.95312119
04/04/2018 1:36,51.95312
04/04/2018 2:39,51.82291
04/04/2018 2:40,51.86632
04/04/2018 3:43,51.69271
04/04/2018 3:44,51.82291
04/04/2018 4:47,51.86632
04/04/2018 4:48,51.82291
04/04/2018 5:51,52.08333
04/04/2018 5:52,52.03993
04/04/2018 6:55,52.34375
04/04/2018 6:56,52.30035
04/04/2018 7:59,52.08333206
04/04/2018 8:00,52.08333
04/04/2018 9:03,51.95312
04/04/2018 9:04,52.03993
04/04/2018 10:07,52.25694
04/04/2018 10:08,52.30035
04/04/2018 11:11,52.38715
04/04/2018 11:12,52.38715
04/04/2018 12:15,52.56076
04/04/2018 12:16,52.56076
04/04/2018 13:19,52.60416
04/04/2018 13:20,52.60416
04/04/2018 14:23,52.82118
04/04/2018 14:24,52.77777
04/04/2018 15:27,52.47396
04/04/2018 15:28,52.51736
04/04/2018 16:31,52.38715
04/04/2018 16:32,52.38714981
04/04/2018 17:35,51.90972
04/04/2018 17:36,51.95312
04/04/2018 18:39,51.30208206
04/04/2018 18:40,51.30208
